# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,1.98,3.9,0.0,0,2.0,0,180.0,0.0,0.0
 0.10922924711207707,1.9919310284246712,3.9,0.0,0.21845849422415414,2.0,0,180.0,0.0,0.0
 0.15402803527832998,2.0037246356517024,3.9,0.0,0.30805607055665996,2.0,0,180.0,0.0,0.0
 0.1880999856741595,2.015381604610619,3.9,0.0,0.376199971348319,2.0,0,180.0,0.0,0.0
 0.21657035399829733,2.026902718230948,3.9,0.0,0.4331407079965947,2.0000000000000018,0,180.0,0.0,0.0
 0.2414306514140533,2.038288759442214,3.9,0.0,0.48286130282810663,2.0,0,180.0,0.0,0.0
 0.26370534915686566,2.0495405111739444,3.9,0.0,0.5274106983137313,1.9999999999999976,0,180.0,0.0,0.0
 0.2840048526973861,2.060658756355664,3.9,0.0,0.5680097053947722,2.0,0,180.0,0.0,1.5179936834557797e-12
 0.3027280593484841,2.0716442779168993,3.9,0.0,0.6054561186969682,2.0,0,180.00000000000003,0.0,-1.6311059855661495e-12
 0.3201528678415625,2.082497858787177,3.9,0.0,0.640305735683125,2.0,0,180.0,0.0,0.0
 0.33648221631465486,2.093220281896022,3.9,0.0,0.6729644326293096,1.9999999999999931,0,180.0,0.0,0.0
 0.3518697630842426,2.103812330172961,3.9,0.0,0.7037395261684851,2.0,0,180.0,0.0,0.0
 0.3664352419562289,2.11427478654752,3.9,0.0,0.7328704839124578,2.0000000000000075,0,180.0,0.0,0.0
 0.38027415629940453,2.124608433949224,3.9,0.0,0.7605483125988091,2.0,0,180.0,0.0,2.1547895217451663e-12
 0.3934641728386465,2.1348140553076003,3.9,0.0,0.786928345677293,2.0,0,180.00000000000003,0.0,-2.2547391051497725e-12
 0.4060694935010191,2.144892433552174,3.9,0.0,0.8121389870020382,2.0,0,180.0,0.0,0.0
 0.4181439364769885,2.154844351612472,3.9,0.0,0.836287872953977,2.0,0,180.0,0.0,0.0
 0.42973316420543894,2.1646705924180187,3.9,0.0,0.8594663284108779,2.0,0,180.0,0.0,0.0
 0.4408763306170355,2.1743719388983416,3.9,0.0,0.881752661234071,2.0,0,180.0,0.0,-2.6485630606252326e-12
 0.4516073227738523,2.1839491739829664,3.9,0.0,0.9032146455477047,2.00000000000001,0,179.99999999999997,0.0,2.746486102703203e-12
 0.4619557128139221,2.193403080601419,3.9,0.0,0.9239114256278443,2.0,0,180.0,0.0,0.0
 0.47194749886319415,2.2027344416832246,3.9,0.0,0.9438949977263884,2.0,0,180.0,0.0,0.0
 0.481605689499107,2.2119440401579102,3.9,0.0,0.9632113789982141,2.0,0,180.0,0.0,0.0
 0.49095077039862334,2.221032658955002,3.9,0.0,0.9819015407972468,2.0,0,180.0,0.0,3.1404125972329207e-12
 0.5000010810028563,2.230001081004025,3.9,0.0,1.0000021620057127,1.9999999999999878,0,180.00000000000003,0.0,-3.240033969877367e-12
 0.5087731215723815,2.2388500892345053,3.9,0.0,1.017546243144763,2.0,0,180.0,0.0,-3.3403178194744553e-12
 0.517281805765455,2.24758046657597,3.9,0.0,1.03456361153091,2.0,0,179.99999999999997,0.0,0.0
 0.5255406701273876,2.2561929959579436,3.9,0.0,1.0510813402547752,2.0,0,179.99999999999997,0.0,7.086489566065813e-12
 0.5335620491657491,2.2646884603099533,3.9,0.0,1.0671240983314982,2.0,0,180.00000000000003,0.0,-3.646065008333113e-12
 0.5413572226926736,2.273067642561525,3.9,0.0,1.0827144453853472,2.0,0,180.0,0.0,0.0
 0.5489365406330527,2.281331325642183,3.9,0.0,1.0978730812661055,2.0,0,180.0,0.0,0.0
 0.5563095293822101,2.289480292481456,3.9,0.0,1.1126190587644202,2.0,0,180.0,0.0,0.0
 0.5634849829488521,2.297515326008868,3.9,0.0,1.1269699658977042,2.0,0,180.0,0.0,0.0
 0.570471041468317,2.305437209153946,3.9,0.0,1.140942082936634,2.0,0,180.0,0.0,0.0
 0.5772752591669038,2.313246724846216,3.9,0.0,1.1545505183338076,2.0,0,180.0,0.0,0.0
 0.5839046634641675,2.3209446560152025,3.9,0.0,1.167809326928335,2.0,0,180.0,0.0,0.0
 0.5903658065898069,2.328531785590433,3.9,0.0,1.1807316131796137,2.0,0,180.0,0.0,0.0
 0.5966648108456148,2.336008896501433,3.9,0.0,1.1933296216912297,2.0,0,180.0,0.0,0.0
 0.6028074084462873,2.343376771677729,3.9,0.0,1.2056148168925747,2.0,0,180.0,0.0,0.0
 0.6087989767146842,2.3506361940488465,3.9,0.0,1.2175979534293684,2.0,0,180.0,0.0,0.0
 0.6146445692791173,2.3577879465443115,3.9,0.0,1.2292891385582345,2.0,0,180.0,0.0,0.0
 0.6203489438160188,2.36483281209365,3.9,0.0,1.2406978876320376,2.0,0,180.0,0.0,0.0
 0.6259165867960268,2.371771573626388,3.9,0.0,1.2518331735920536,2.0,0,180.0,0.0,0.0
 0.6313517356213191,2.378605014072052,3.9,0.0,1.2627034712426382,2.0,0,180.0,0.0,0.0
 0.636658398483965,2.385333916360167,3.9,0.0,1.27331679696793,2.0,0,180.0,0.0,0.0
 0.6418403722268177,2.3919590634202597,3.9,0.0,1.2836807444536351,1.9999999999999571,0,180.0,0.0,0.0
 0.6469012584481932,2.398481238181856,3.9,0.0,1.2938025168963863,2.0,0,180.0,0.0,0.0
